Indicador11,Municipio,Sexo,Grupo_Etareo,Año,Valor1
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 15 a 19 Años,2011,20
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 15 a 19 Años,2014,7.69
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 15 a 19 Años,2016,7.69
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 15 a 19 Años,2017,23.08
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 15 a 19 Años,2018,12.2
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 15 a 19 Años,2019,21.05
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 15 a 19 Años,2020,18.18
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 15 a 19 Años,2021,13.33
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 15 a 19 Años,2022,33.33
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 15 a 19 Años,2023,34.21
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 15 a 19 Años,2024,35
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 20 a 24 Años,2013,5
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 20 a 24 Años,2014,14.29
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 20 a 24 Años,2015,11.11
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 20 a 24 Años,2017,18.18
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 20 a 24 Años,2018,3.23
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 20 a 24 Años,2019,6.25
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 20 a 24 Años,2020,11.11
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 20 a 24 Años,2021,12.5
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 20 a 24 Años,2022,31.25
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 20 a 24 Años,2023,26.92
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 20 a 24 Años,2024,36.36
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 25 a 29 Años,2009,22.22
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 25 a 29 Años,2013,5.56
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 25 a 29 Años,2016,12.5
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 25 a 29 Años,2017,0
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 25 a 29 Años,2018,7.14
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 25 a 29 Años,2019,6.25
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 25 a 29 Años,2020,11.76
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 25 a 29 Años,2021,20
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 25 a 29 Años,2022,21.88
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 25 a 29 Años,2023,27.03
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 25 a 29 Años,2024,18.92
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 30 a 34 Años,2012,5.88
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 30 a 34 Años,2013,3.7
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 30 a 34 Años,2017,0
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 30 a 34 Años,2018,5
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 30 a 34 Años,2019,3.03
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 30 a 34 Años,2020,11.76
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 30 a 34 Años,2021,35.71
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 30 a 34 Años,2022,32
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 30 a 34 Años,2023,40
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 30 a 34 Años,2024,15.63
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 35 a 39 Años,2017,0
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 35 a 39 Años,2018,2.78
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 35 a 39 Años,2019,2.5
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 35 a 39 Años,2020,4.35
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 35 a 39 Años,2021,15.79
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 35 a 39 Años,2022,11.11
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 35 a 39 Años,2023,20
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 35 a 39 Años,2024,21.43
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 40 a 44 Años,2013,2.38
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 40 a 44 Años,2017,18.18
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 40 a 44 Años,2018,5.26
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 40 a 44 Años,2019,5
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 40 a 44 Años,2020,4.76
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 40 a 44 Años,2021,0
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 40 a 44 Años,2022,19.23
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 40 a 44 Años,2023,18.18
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 40 a 44 Años,2024,18.18
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 45 a 49 Años,2014,2.5
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 45 a 49 Años,2015,6.06
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 45 a 49 Años,2017,77.78
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 45 a 49 Años,2018,4.35
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 45 a 49 Años,2019,8.89
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 45 a 49 Años,2020,4.55
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 45 a 49 Años,2021,21.74
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 45 a 49 Años,2022,11.11
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 45 a 49 Años,2023,22.22
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 45 a 49 Años,2024,25.58
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 50 a 54 Años,2009,33.33
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 50 a 54 Años,2013,4.35
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 50 a 54 Años,2014,4.17
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 50 a 54 Años,2015,4.17
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 50 a 54 Años,2016,8.33
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 50 a 54 Años,2017,0
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 50 a 54 Años,2018,4.44
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 50 a 54 Años,2019,6.98
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 50 a 54 Años,2020,3.85
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 50 a 54 Años,2021,14.29
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 50 a 54 Años,2022,9.09
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 50 a 54 Años,2023,26.67
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 50 a 54 Años,2024,15.79
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 55 a 59 Años,2014,3.85
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 55 a 59 Años,2015,4.55
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 55 a 59 Años,2016,12.5
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 55 a 59 Años,2017,28.57
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 55 a 59 Años,2018,5.13
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 55 a 59 Años,2019,5.71
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 55 a 59 Años,2020,4.17
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 55 a 59 Años,2021,0
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 55 a 59 Años,2022,6.45
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 55 a 59 Años,2023,16.67
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 55 a 59 Años,2024,20
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 60 a 64 Años,2017,0
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 60 a 64 Años,2018,6.12
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 60 a 64 Años,2019,9.3
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 60 a 64 Años,2020,5
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 60 a 64 Años,2021,7.69
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 60 a 64 Años,2022,9.52
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 60 a 64 Años,2023,36.67
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 60 a 64 Años,2024,19.35
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 65 a 69 Años,2014,6.67
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 65 a 69 Años,2015,7.14
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 65 a 69 Años,2017,33.33
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 65 a 69 Años,2018,0
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 65 a 69 Años,2019,8.33
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 65 a 69 Años,2020,20
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 65 a 69 Años,2021,10
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 65 a 69 Años,2022,13.64
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 65 a 69 Años,2023,14.81
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 65 a 69 Años,2024,14.81
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 70 a 74 Años,2017,20
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 70 a 74 Años,2018,3.57
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 70 a 74 Años,2019,4.76
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 70 a 74 Años,2021,0
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 70 a 74 Años,2022,8.33
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 70 a 74 Años,2023,19.23
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 70 a 74 Años,2024,4.55
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 75 a 79 Años,2009,100
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 75 a 79 Años,2017,0
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 75 a 79 Años,2018,0
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 75 a 79 Años,2019,3.85
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 75 a 79 Años,2021,0
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 75 a 79 Años,2022,5.26
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 75 a 79 Años,2023,13.64
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 75 a 79 Años,2024,15.79
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 80 años o más,2010,33.33
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 80 años o más,2015,6.25
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 80 años o más,2017,0
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 80 años o más,2018,0
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 80 años o más,2021,0
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 80 años o más,2022,4.35
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 80 años o más,2023,10
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,De 80 años o más,2024,0
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,TOTAL,2009,8.96
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,TOTAL,2010,2.82
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,TOTAL,2011,1.56
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,TOTAL,2012,2.27
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,TOTAL,2013,2.56
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,TOTAL,2014,3.72
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,TOTAL,2015,4.52
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,TOTAL,2016,4.07
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,TOTAL,2017,18.31
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,TOTAL,2018,6.53
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,TOTAL,2019,9.98
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,TOTAL,2020,8.9
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,TOTAL,2021,12.45
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,TOTAL,2022,17.92
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,TOTAL,2023,27.73
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,San Vicente,Total,TOTAL,2024,23.39
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Femenino,TOTAL,2009,1.85
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Femenino,TOTAL,2010,7.45
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Femenino,TOTAL,2011,3.05
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Femenino,TOTAL,2012,3.83
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Femenino,TOTAL,2013,4.3
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Femenino,TOTAL,2014,6.19
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Femenino,TOTAL,2015,16.15
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Femenino,TOTAL,2016,21.53
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Femenino,TOTAL,2017,14.03
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Femenino,TOTAL,2018,11.82
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Femenino,TOTAL,2019,17.64
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Femenino,TOTAL,2020,17.94
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Femenino,TOTAL,2021,24.64
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Femenino,TOTAL,2022,22.87
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Femenino,TOTAL,2023,35.9
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Femenino,TOTAL,2024,35.64
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Masculino,TOTAL,2009,1.3
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Masculino,TOTAL,2010,2.65
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Masculino,TOTAL,2011,2.98
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Masculino,TOTAL,2012,3.07
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Masculino,TOTAL,2013,5.56
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Masculino,TOTAL,2014,3.37
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Masculino,TOTAL,2015,11.53
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Masculino,TOTAL,2016,13.98
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Masculino,TOTAL,2017,10.34
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Masculino,TOTAL,2018,10.09
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Masculino,TOTAL,2019,12.76
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Masculino,TOTAL,2020,13.95
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Masculino,TOTAL,2021,18.6
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Masculino,TOTAL,2022,16.79
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Masculino,TOTAL,2023,23.47
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Masculino,TOTAL,2024,24.44
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 0 a 04 Años,2010,16.67
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 0 a 04 Años,2012,22.22
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 0 a 04 Años,2013,30.77
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 0 a 04 Años,2015,11.76
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 0 a 04 Años,2016,28.57
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 0 a 04 Años,2017,0
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 0 a 04 Años,2018,0
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 0 a 04 Años,2019,6.52
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 0 a 04 Años,2021,0
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 0 a 04 Años,2023,36.84
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 0 a 04 Años,2024,16.98
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 05 a 09 Años,2009,8.82
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 05 a 09 Años,2010,4
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 05 a 09 Años,2013,3.7
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 05 a 09 Años,2015,27.08
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 05 a 09 Años,2016,23.08
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 05 a 09 Años,2017,23.53
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 05 a 09 Años,2018,24.39
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 05 a 09 Años,2019,32.14
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 05 a 09 Años,2020,41.94
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 05 a 09 Años,2021,42.11
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 05 a 09 Años,2022,33.33
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 05 a 09 Años,2023,42.19
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 05 a 09 Años,2024,38.55
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 10 a 14 Años,2009,6.9
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 10 a 14 Años,2010,8.82
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 10 a 14 Años,2011,4.76
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 10 a 14 Años,2012,13.64
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 10 a 14 Años,2013,3.45
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 10 a 14 Años,2014,5
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 10 a 14 Años,2015,28.85
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 10 a 14 Años,2016,25
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 10 a 14 Años,2017,21.21
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 10 a 14 Años,2018,18.18
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 10 a 14 Años,2019,33.33
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 10 a 14 Años,2020,42.31
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 10 a 14 Años,2021,34.62
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 10 a 14 Años,2022,61.7
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 10 a 14 Años,2023,40
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 10 a 14 Años,2024,50
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 15 a 19 Años,2010,12.28
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 15 a 19 Años,2011,8
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 15 a 19 Años,2012,10.71
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 15 a 19 Años,2013,6.67
